RT Treatment Days,RT Dose (Gy),anti-PD-1 Treatment Days,anti-PD-1 Dose (mg),anti-CTLA-4 Treatment Days,anti-CTLA-4 Dose (mg),Mean TCP,Mean Time to reach Minimum Tumour Cell Count,List of TCPs,List of Times to Reach Minimum Tumour Cell Count
[27],[15.44206112],[10],0.6,[10],0,6.03431514014657e-41,21.619999999999997,"[2.74878501e-43 1.62180804e-71 0.00000000e+00 0.00000000e+00
 3.01440879e-40]",[27.  27.  27.   0.  27.1]
[27],[15.44206112],[11],0.6,[10],0,1.210920749503591e-39,21.6,"[1.85211677e-45 1.42013796e-97 0.00000000e+00 0.00000000e+00
 6.05460190e-39]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[12],0.6,[10],0,5.497570046622194e-44,21.6,"[1.54008828e-51 5.22439558e-98 0.00000000e+00 0.00000000e+00
 2.74878501e-43]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[13],0.6,[10],0,8.159117351172314e-42,21.6,"[8.40859712e-50 6.89001510e-89 0.00000000e+00 0.00000000e+00
 4.07955867e-41]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[14],0.6,[10],0,1.4943944674893522e-43,21.61,"[1.03770332e-053 4.76403211e-101 0.00000000e+000 0.00000000e+000
 7.47197234e-043]",[27.05 27.   27.    0.   27.  ]
[27],[15.44206112],[15],0.6,[10],0,8.159117334357196e-42,21.6,"[1.03770332e-53 1.55737037e-94 0.00000000e+00 0.00000000e+00
 4.07955867e-41]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[16],0.6,[10],0,9.182030300727366e-49,21.6,"[7.66764807e-053 3.52017005e-100 0.00000000e+000 0.00000000e+000
 4.59093847e-048]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[17],0.6,[10],0,1.1331336352775772e-52,21.6,"[2.89464031e-063 3.61235614e-110 0.00000000e+000 0.00000000e+000
 5.66566818e-052]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[18],0.6,[10],0,2.5612553838785397e-58,21.6,"[5.30171867e-065 8.72562919e-103 0.00000000e+000 0.00000000e+000
 1.28062764e-057]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[19],0.6,[10],0,3.377823760449065e-49,21.61,"[1.95039330e-065 6.78952746e-122 0.00000000e+000 0.00000000e+000
 1.68891188e-048]",[27.   27.   27.    0.   27.05]
[27],[15.44206112],[20],0.6,[10],0,7.63499437734235e-55,21.6,"[1.82510451e-078 3.70695639e-120 0.00000000e+000 0.00000000e+000
 3.81749719e-054]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[21],0.6,[10],0,2.8087574648838077e-55,21.6,"[2.25235791e-082 5.79353612e-138 0.00000000e+000 0.00000000e+000
 1.40437873e-054]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[22],0.6,[10],0,3.801239870530003e-56,21.61,"[4.96114844e-078 1.89391702e-131 0.00000000e+000 0.00000000e+000
 1.90061994e-055]",[27.05 27.   27.    0.   27.  ]
[27],[15.44206112],[23],0.6,[10],0,2.3355624970474174e-61,21.6,"[1.26195028e-090 5.50161108e-118 0.00000000e+000 0.00000000e+000
 1.16778125e-060]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[24],0.6,[10],0,1.9420872915561693e-67,21.6,"[3.12806202e-093 2.39848787e-145 0.00000000e+000 0.00000000e+000
 9.71043646e-067]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[25],0.6,[10],0,1.7709543767026864e-70,21.6,"[2.37187193e-102 7.33703005e-152 0.00000000e+000 0.00000000e+000
 8.85477188e-070]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[26],0.6,[10],0,5.940890091041382e-74,21.6,"[7.75369053e-096 3.74855397e-163 0.00000000e+000 0.00000000e+000
 2.97044505e-073]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[27],0.6,[10],0,5.940890091041382e-74,21.61,"[4.45800163e-114 3.74855397e-163 0.00000000e+000 0.00000000e+000
 2.97044505e-073]",[27.   27.   27.    0.   27.05]
[27],[15.44206112],[28],0.6,[10],0,2.9577950112864265e-75,21.6,"[1.10502813e-116 6.42467826e-178 0.00000000e+000 0.00000000e+000
 1.47889751e-074]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[29],0.6,[10],0,2.697159928599209e-78,21.6,"[2.73909087e-119 5.94525703e-148 0.00000000e+000 0.00000000e+000
 1.34857996e-077]",[27. 27. 27.  0. 27.]
[27],[15.44206112],[30],0.6,[10],0,2.39672612170177e-71,21.6,"[7.25561126e-109 3.74855397e-163 0.00000000e+000 0.00000000e+000
 1.19836306e-070]",[27. 27. 27.  0. 27.]
[28],[15.44206112],[10],0.6,[10],0,2.808884982275433e-55,22.4,"[6.37586958e-059 1.45732848e-107 0.00000000e+000 0.00000000e+000
 1.40437873e-054]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[11],0.6,[10],0,1.0069150717530011e-45,22.4,"[2.34555134e-059 9.18862622e-123 0.00000000e+000 0.00000000e+000
 5.03457536e-045]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[12],0.6,[10],0,5.144652301534535e-57,22.43,"[1.16778125e-060 3.08244070e-126 0.00000000e+000 0.00000000e+000
 2.57220937e-056]",[28.15 28.   28.    0.   28.  ]
[28],[15.44206112],[13],0.6,[10],0,4.1685691514455875e-53,22.4,"[2.08428284e-052 2.07693220e-128 0.00000000e+000 0.00000000e+000
 1.73314104e-058]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[14],0.6,[10],0,3.8012398734123166e-56,22.4,"[1.44115655e-064 2.07693220e-128 0.00000000e+000 0.00000000e+000
 1.90061994e-055]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[15],0.6,[10],0,2.8823131019281783e-65,22.4,"[1.12138297e-083 2.56313796e-132 0.00000000e+000 0.00000000e+000
 1.44115655e-064]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[16],0.6,[10],0,2.5612552778441668e-58,22.41,"[2.47001036e-079 4.94365196e-154 0.00000000e+000 0.00000000e+000
 1.28062764e-057]",[28.05 28.   28.    0.   28.  ]
[28],[15.44206112],[17],0.6,[10],0,1.2751739162557987e-59,22.41,"[1.15074971e-093 2.63026133e-142 0.00000000e+000 0.00000000e+000
 6.37586958e-059]",[28.   28.   28.    0.   28.05]
[28],[15.44206112],[18],0.6,[10],0,8.592054262347822e-62,22.4,"[1.26195028e-090 4.62608311e-167 0.00000000e+000 0.00000000e+000
 4.29602713e-061]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[19],0.6,[10],0,6.96221367980862e-58,22.41,"[5.87928270e-105 9.78477197e-186 0.00000000e+000 0.00000000e+000
 3.48110684e-057]",[28.   28.   28.    0.   28.05]
[28],[15.44206112],[20],0.6,[10],0,9.669083276106672e-69,22.4,"[1.70786399e-091 1.45218892e-183 0.00000000e+000 0.00000000e+000
 4.83454164e-068]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[21],0.6,[10],0,3.1608401205472262e-62,22.4,"[4.76403211e-101 1.29043112e-176 0.00000000e+000 0.00000000e+000
 1.58042006e-061]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[22],0.6,[10],0,2.9577950112864265e-75,22.4,"[1.10502813e-116 8.34939253e-202 0.00000000e+000 0.00000000e+000
 1.47889751e-074]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[23],0.6,[10],0,3.650209028714161e-79,22.4,"[3.70695639e-120 2.26960020e-201 0.00000000e+000 0.00000000e+000
 1.82510451e-078]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[24],0.6,[10],0,2.4594914971059253e-81,22.4,"[1.84558491e-121 8.56804611e-212 0.00000000e+000 0.00000000e+000
 1.22974575e-080]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[25],0.6,[10],0,6.096469901943713e-84,22.419999999999998,"[8.59836997e-136 2.06960749e-204 0.00000000e+000 0.00000000e+000
 3.04823495e-083]",[28.05 28.   28.    0.   28.05]
[28],[15.44206112],[26],0.6,[10],0,5.559260957128382e-87,22.4,"[3.16316354e-136 1.67702032e-200 0.00000000e+000 0.00000000e+000
 2.77963048e-086]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[27],0.6,[10],0,1.5111638039423922e-86,22.4,"[1.47368188e-150 7.81304673e-215 0.00000000e+000 0.00000000e+000
 7.55581902e-086]",[28. 28. 28.  0. 28.]
[28],[15.44206112],[28],0.6,[10],0,7.040340109168958e-101,22.41,"[9.29173632e-166 9.25896716e-242 0.00000000e+000 0.00000000e+000
 3.52017005e-100]",[28.   28.   28.    0.   28.05]
[28],[15.44206112],[29],0.6,[10],0,2.0986958079917434e-97,22.41,"[6.10095120e-158 5.92428989e-224 0.00000000e+000 0.00000000e+000
 1.04934790e-096]",[28.05 28.   28.    0.   28.  ]
[28],[15.44206112],[30],0.6,[10],0,7.720670410328513e-98,22.4,"[4.50802707e-157 4.92621719e-230 0.00000000e+000 0.00000000e+000
 3.86033521e-097]",[28. 28. 28.  0. 28.]
[29],[15.44206112],[10],0.6,[10],0,2.5612552778441668e-58,23.2,"[2.53469490e-089 2.84236370e-172 0.00000000e+000 0.00000000e+000
 1.28062764e-057]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[11],0.6,[10],0,1.9420872915561693e-67,23.2,"[9.32462145e-090 1.55187800e-170 0.00000000e+000 0.00000000e+000
 9.71043646e-067]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[12],0.6,[10],0,2.396726123519102e-71,23.2,"[9.08666032e-080 1.17672087e-179 0.00000000e+000 0.00000000e+000
 1.19836306e-070]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[13],0.6,[10],0,4.8139531012209276e-70,23.2,"[9.32462145e-090 2.84236370e-172 0.00000000e+000 0.00000000e+000
 2.40697655e-069]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[14],0.6,[10],0,4.277731929799078e-63,23.2,"[5.22439558e-098 2.42540248e-188 0.00000000e+000 0.00000000e+000
 2.13886596e-062]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[15],0.6,[10],0,1.1628080971791877e-62,23.2,"[4.23337159e-094 6.01197168e-191 0.00000000e+000 0.00000000e+000
 5.81404049e-062]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[16],0.6,[10],0,4.6911026770858286e-60,23.2,"[2.16286723e-105 6.94275967e-208 0.00000000e+000 0.00000000e+000
 2.34555134e-059]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[17],0.6,[10],0,2.697159928599209e-78,23.2,"[7.95674389e-106 3.79061834e-206 0.00000000e+000 0.00000000e+000
 1.34857996e-077]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[18],0.6,[10],0,7.144539875238435e-68,23.2,"[9.81940205e-110 2.94953026e-225 0.00000000e+000 0.00000000e+000
 3.57226994e-067]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[19],0.6,[10],0,3.1147407485938925e-95,23.2,"[1.36371304e-120 1.50694127e-236 0.00000000e+000 0.00000000e+000
 1.55737037e-094]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[20],0.6,[10],0,1.5111638039423922e-86,23.2,"[2.56313796e-132 1.41013882e-249 0.00000000e+000 0.00000000e+000
 7.55581902e-086]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[21],0.6,[10],0,4.107769108081652e-86,23.2,"[6.35338381e-135 1.25306494e-242 0.00000000e+000 0.00000000e+000
 2.05388455e-085]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[22],0.6,[10],0,8.25067480923037e-85,23.2,"[2.33727929e-135 7.69909710e-248 0.00000000e+000 0.00000000e+000
 4.12533740e-084]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[23],0.6,[10],0,1.044879116758344e-98,23.2,"[1.51227461e-160 5.60593601e-280 0.00000000e+000 0.00000000e+000
 5.22439558e-098]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[24],0.6,[10],0,6.256124031203982e-94,23.2,"[1.99441155e-151 2.22861168e-310 0.00000000e+000 0.00000000e+000
 3.12806202e-093]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[25],0.6,[10],0,7.720670410328513e-98,23.2,"[2.24441452e-158 2.68013796e-304 0.00000000e+000 0.00000000e+000
 3.86033521e-097]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[26],0.6,[10],0,2.589996385017967e-101,23.2,"[9.78477197e-186 1.53160350e-322 0.00000000e+000 0.00000000e+000
 1.29499819e-100]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[27],0.6,[10],0,2.8402759160205435e-98,23.2,"[4.87155111e-187 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.42013796e-097]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[28],0.6,[10],0,1.7908271281542973e-113,23.2,"[4.99912711e-197 1.53160350e-322 0.00000000e+000 0.00000000e+000
 8.95413564e-113]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[29],0.6,[10],0,4.153864408773419e-129,23.2,"[1.27161079e-209 0.00000000e+000 0.00000000e+000 0.00000000e+000
 2.07693220e-128]",[29. 29. 29.  0. 29.]
[29],[15.44206112],[30],0.6,[10],0,1.963880409747213e-110,23.2,"[1.23915972e-199 0.00000000e+000 0.00000000e+000 0.00000000e+000
 9.81940205e-110]",[29. 29. 29.  0. 29.]
[30],[15.44206112],[10],0.6,[10],0,8.04012043148671e-75,24.0,"[4.23337159e-094 2.68962345e-228 0.00000000e+000 0.00000000e+000
 4.02006022e-074]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[11],0.6,[10],0,6.5149770644150426e-71,24.0,"[1.04934790e-096 2.94953026e-225 0.00000000e+000 0.00000000e+000
 3.25748853e-070]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[12],0.6,[10],0,3.035253638106965e-85,24.0,"[3.08244070e-126 8.89108993e-265 0.00000000e+000 0.00000000e+000
 1.51762682e-084]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[13],0.6,[10],0,1.193259672802114e-72,24.0,"[5.01681993e-121 4.73048875e-253 0.00000000e+000 0.00000000e+000
 5.96629836e-072]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[14],0.6,[10],0,2.0451378142346066e-87,24.0,"[3.08244070e-126 1.88058203e-283 0.00000000e+000 0.00000000e+000
 1.02256891e-086]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[15],0.6,[10],0,4.622685142843439e-93,24.0,"[6.96733135e-132 1.00056036e-271 0.00000000e+000 0.00000000e+000
 2.31134257e-092]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[16],0.6,[10],0,1.3780030198138282e-89,24.0,"[1.72702878e-134 1.67110597e-276 0.00000000e+000 0.00000000e+000
 6.89001510e-089]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[17],0.6,[10],0,3.1147407485938925e-95,24.0,"[1.08891181e-149 5.03739654e-316 0.00000000e+000 0.00000000e+000
 1.55737037e-094]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[18],0.6,[10],0,8.466743177263699e-95,24.0,"[1.65841048e-157 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.23337159e-094]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[19],0.6,[10],0,2.914656957102464e-108,24.0,"[5.07311613e-164 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.45732848e-107]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[20],0.6,[10],0,2.589996385017967e-101,24.0,"[1.01896261e-162 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.29499819e-100]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[21],0.6,[10],0,7.720670410328513e-98,24.0,"[2.65977679e-185 0.00000000e+000 0.00000000e+000 0.00000000e+000
 3.86033521e-097]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[22],0.6,[10],0,2.1536563765168614e-107,24.0,"[1.67702032e-200 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.07682819e-106]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[23],0.6,[10],0,8.130342583495754e-118,24.0,"[2.72943092e-195 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.06517129e-117]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[24],0.6,[10],0,2.210056250386328e-117,24.0,"[3.07156986e-202 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.10502813e-116]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[25],0.6,[10],0,2.068087313104389e-130,24.0,"[1.90841537e-250 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.03404366e-129]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[26],0.6,[10],0,9.38910187576253e-135,24.0,"[6.23864300e-244 0.00000000e+000 0.00000000e+000 0.00000000e+000
 4.69455094e-134]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[27],0.6,[10],0,2.327325671148856e-137,24.0,"[4.20356459e-246 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.16366284e-136]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[28],0.6,[10],0,1.528121317401509e-129,24.0,"[9.02268151e-232 0.00000000e+000 0.00000000e+000 0.00000000e+000
 7.64060659e-129]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[29],0.6,[10],0,3.54451228309468e-145,24.0,"[4.03654858e-269 0.00000000e+000 0.00000000e+000 0.00000000e+000
 1.77225614e-144]",[30. 30. 30.  0. 30.]
[30],[15.44206112],[30],0.6,[10],0,1.33810107625323e-155,24.0,"[1.20327817e-265 0.00000000e+000 0.00000000e+000 0.00000000e+000
 6.69050538e-155]",[30. 30. 30.  0. 30.]
